inventory_id,warehouse_id,city,product_id,stock_available,reorder_level
156,W001,Hyderabad,P156,306,49
157,W001,Hyderabad,P157,285,77
158,W001,Hyderabad,P158,557,139
159,W001,Hyderabad,P159,968,90
160,W001,Hyderabad,P160,675,100
161,W001,Hyderabad,P161,978,59
162,W001,Hyderabad,P162,956,44
163,W001,Hyderabad,P163,710,145
164,W001,Hyderabad,P164,281,66
165,W001,Hyderabad,P165,707,138
166,W001,Hyderabad,P166,497,42
167,W001,Hyderabad,P167,335,45
168,W001,Hyderabad,P168,804,76
169,W001,Hyderabad,P169,583,145
170,W001,Hyderabad,P170,460,53
171,W001,Hyderabad,P171,904,93
172,W001,Hyderabad,P172,575,100
173,W001,Hyderabad,P173,610,83
174,W001,Hyderabad,P174,171,84
175,W001,Hyderabad,P175,384,147
176,W001,Hyderabad,P176,67,141
177,W001,Hyderabad,P177,403,124
178,W001,Hyderabad,P178,554,64
179,W001,Hyderabad,P179,377,70
180,W001,Hyderabad,P180,113,91
181,W001,Hyderabad,P181,578,145
182,W001,Hyderabad,P182,101,44
183,W001,Hyderabad,P183,532,96
184,W001,Hyderabad,P184,817,112
185,W001,Hyderabad,P185,116,53
186,W001,Hyderabad,P186,943,59
187,W001,Hyderabad,P187,758,54
188,W001,Hyderabad,P188,681,47
189,W001,Hyderabad,P189,797,73
190,W001,Hyderabad,P190,609,75
191,W001,Hyderabad,P191,801,50
192,W001,Hyderabad,P192,130,141
193,W001,Hyderabad,P193,523,102
194,W001,Hyderabad,P194,200,143
195,W001,Hyderabad,P195,289,65
196,W001,Hyderabad,P196,830,116
197,W001,Hyderabad,P197,801,100
198,W001,Hyderabad,P198,994,46
199,W001,Hyderabad,P199,732,130
200,W001,Hyderabad,P200,825,109
201,W001,Hyderabad,P201,152,49
202,W001,Hyderabad,P202,227,68
203,W001,Hyderabad,P203,892,127
204,W001,Hyderabad,P204,370,96
205,W001,Hyderabad,P205,589,135
206,W001,Hyderabad,P206,139,112
207,W001,Hyderabad,P207,338,149
208,W001,Hyderabad,P208,113,115
209,W001,Hyderabad,P209,427,135
210,W001,Hyderabad,P210,908,47
211,W001,Hyderabad,P211,550,146
212,W001,Hyderabad,P212,748,66
213,W001,Hyderabad,P213,161,100
214,W001,Hyderabad,P214,580,68
215,W001,Hyderabad,P215,133,89
216,W001,Hyderabad,P216,187,100
217,W001,Hyderabad,P217,330,122
218,W001,Hyderabad,P218,488,77
219,W001,Hyderabad,P219,159,95
220,W001,Hyderabad,P220,945,130
221,W001,Hyderabad,P221,409,70
222,W001,Hyderabad,P222,461,73
223,W001,Hyderabad,P223,833,86
224,W001,Hyderabad,P224,896,41
225,W001,Hyderabad,P225,683,122
226,W001,Hyderabad,P226,493,138
227,W001,Hyderabad,P227,622,79
228,W001,Hyderabad,P228,968,111
229,W001,Hyderabad,P229,503,131
230,W001,Hyderabad,P230,532,54
231,W001,Hyderabad,P231,414,46
232,W001,Hyderabad,P232,817,129
233,W001,Hyderabad,P233,380,77
234,W001,Hyderabad,P234,236,53
235,W001,Hyderabad,P235,311,80
236,W001,Hyderabad,P236,738,87
237,W001,Hyderabad,P237,834,75
238,W001,Hyderabad,P238,190,93
239,W001,Hyderabad,P239,507,118
240,W001,Hyderabad,P240,75,91
241,W001,Hyderabad,P241,773,125
242,W001,Hyderabad,P242,309,122
243,W001,Hyderabad,P243,731,140
244,W001,Hyderabad,P244,625,60
245,W001,Hyderabad,P245,68,132
246,W001,Hyderabad,P246,705,49
247,W001,Hyderabad,P247,672,40
248,W001,Hyderabad,P248,125,150
249,W001,Hyderabad,P249,171,111
250,W001,Hyderabad,P250,527,88
251,W001,Hyderabad,P251,803,134
252,W001,Hyderabad,P252,290,45
253,W001,Hyderabad,P253,527,144
254,W001,Hyderabad,P254,480,146
255,W001,Hyderabad,P255,345,140
256,W001,Hyderabad,P256,325,142
257,W001,Hyderabad,P257,324,134
258,W001,Hyderabad,P258,85,91
259,W001,Hyderabad,P259,660,74
260,W001,Hyderabad,P260,385,65
261,W001,Hyderabad,P261,651,128
262,W001,Hyderabad,P262,912,126
263,W001,Hyderabad,P263,442,43
264,W001,Hyderabad,P264,414,76
265,W001,Hyderabad,P265,367,136
266,W001,Hyderabad,P266,665,146
267,W001,Hyderabad,P267,296,78
268,W001,Hyderabad,P268,770,51
269,W001,Hyderabad,P269,807,117
270,W001,Hyderabad,P270,648,67
271,W001,Hyderabad,P271,963,67
272,W001,Hyderabad,P272,749,64
273,W001,Hyderabad,P273,464,61
274,W001,Hyderabad,P274,313,139
275,W001,Hyderabad,P275,908,127
276,W001,Hyderabad,P276,706,124
277,W001,Hyderabad,P277,785,142
278,W001,Hyderabad,P278,565,50
279,W001,Hyderabad,P279,262,124
280,W001,Hyderabad,P280,63,62
281,W001,Hyderabad,P281,731,133
282,W001,Hyderabad,P282,602,115
283,W001,Hyderabad,P283,845,147
284,W001,Hyderabad,P284,699,127
285,W001,Hyderabad,P285,228,70
286,W001,Hyderabad,P286,668,59
287,W001,Hyderabad,P287,201,40
288,W001,Hyderabad,P288,720,118
289,W001,Hyderabad,P289,714,89
290,W001,Hyderabad,P290,473,141
291,W001,Hyderabad,P291,165,110
292,W001,Hyderabad,P292,509,67
293,W001,Hyderabad,P293,754,86
294,W001,Hyderabad,P294,342,73
295,W001,Hyderabad,P295,78,127
296,W001,Hyderabad,P296,109,57
297,W001,Hyderabad,P297,841,138
298,W001,Hyderabad,P298,253,40
299,W001,Hyderabad,P299,418,142
300,W001,Hyderabad,P300,530,101
301,W001,Hyderabad,P301,144,58
302,W001,Hyderabad,P302,331,102
303,W001,Hyderabad,P303,564,47
304,W001,Hyderabad,P304,907,73
305,W001,Hyderabad,P305,992,107
306,W001,Hyderabad,P306,605,82
307,W001,Hyderabad,P307,406,115
308,W001,Hyderabad,P308,229,61
309,W001,Hyderabad,P309,478,141
310,W001,Hyderabad,P310,181,121
311,W001,Hyderabad,P311,799,82
312,W001,Hyderabad,P312,746,123
313,W001,Hyderabad,P313,586,87
314,W001,Hyderabad,P314,414,141
315,W001,Hyderabad,P315,927,98
316,W001,Hyderabad,P316,319,91
317,W001,Hyderabad,P317,488,53
318,W001,Hyderabad,P318,318,54
319,W001,Hyderabad,P319,888,61
320,W001,Hyderabad,P320,915,95
321,W001,Hyderabad,P321,325,119
322,W001,Hyderabad,P322,281,63
323,W001,Hyderabad,P323,419,135
324,W001,Hyderabad,P324,368,65
325,W001,Hyderabad,P325,409,135
326,W001,Hyderabad,P326,600,138
327,W001,Hyderabad,P327,615,124
328,W001,Hyderabad,P328,643,138
329,W001,Hyderabad,P329,420,131
330,W001,Hyderabad,P330,125,49
331,W001,Hyderabad,P331,126,44
332,W001,Hyderabad,P332,132,118
333,W001,Hyderabad,P333,829,67
334,W001,Hyderabad,P334,442,87
335,W001,Hyderabad,P335,591,125
336,W001,Hyderabad,P336,785,119
337,W001,Hyderabad,P337,753,83
338,W001,Hyderabad,P338,822,59
339,W001,Hyderabad,P339,384,61
340,W001,Hyderabad,P340,991,104
341,W001,Hyderabad,P341,167,91
342,W001,Hyderabad,P342,299,125
343,W001,Hyderabad,P343,983,82
344,W001,Hyderabad,P344,740,86
345,W001,Hyderabad,P345,402,47
346,W001,Hyderabad,P346,372,97
347,W001,Hyderabad,P347,312,134
348,W001,Hyderabad,P348,510,64
349,W001,Hyderabad,P349,342,53
350,W001,Hyderabad,P350,742,73
351,W001,Hyderabad,P351,451,77
352,W001,Hyderabad,P352,982,53
353,W001,Hyderabad,P353,52,113
354,W001,Hyderabad,P354,244,71
355,W001,Hyderabad,P355,531,145
356,W001,Hyderabad,P356,717,92
357,W001,Hyderabad,P357,744,51
358,W001,Hyderabad,P358,928,71
359,W001,Hyderabad,P359,196,118
360,W001,Hyderabad,P360,963,102
361,W001,Hyderabad,P361,914,56
362,W001,Hyderabad,P362,455,62
363,W001,Hyderabad,P363,358,102
364,W001,Hyderabad,P364,650,65
365,W001,Hyderabad,P365,813,114
366,W001,Hyderabad,P366,255,128
367,W001,Hyderabad,P367,655,55
368,W001,Hyderabad,P368,908,50
369,W001,Hyderabad,P369,874,106
370,W001,Hyderabad,P370,986,104
371,W001,Hyderabad,P371,548,145
372,W001,Hyderabad,P372,986,69
373,W001,Hyderabad,P373,575,102
374,W001,Hyderabad,P374,206,70
375,W001,Hyderabad,P375,558,112
376,W001,Hyderabad,P376,803,138
377,W001,Hyderabad,P377,552,59
378,W001,Hyderabad,P378,684,99
379,W001,Hyderabad,P379,365,88
380,W001,Hyderabad,P380,260,40
381,W001,Hyderabad,P381,792,122
382,W001,Hyderabad,P382,152,120
383,W001,Hyderabad,P383,225,88
384,W001,Hyderabad,P384,233,149
385,W001,Hyderabad,P385,977,69
386,W001,Hyderabad,P386,756,144
387,W001,Hyderabad,P387,996,105
388,W001,Hyderabad,P388,596,138
389,W001,Hyderabad,P389,707,142
390,W001,Hyderabad,P390,877,78
391,W001,Hyderabad,P391,76,141
392,W001,Hyderabad,P392,963,76
393,W001,Hyderabad,P393,588,96
394,W001,Hyderabad,P394,961,82
395,W001,Hyderabad,P395,866,73
396,W001,Hyderabad,P396,742,104
397,W001,Hyderabad,P397,962,110
398,W001,Hyderabad,P398,657,145
399,W001,Hyderabad,P399,811,49
400,W001,Hyderabad,P400,854,139
401,W002,Bangalore,P001,556,137
402,W002,Bangalore,P002,869,107
403,W002,Bangalore,P003,283,128
404,W002,Bangalore,P004,816,77
405,W002,Bangalore,P005,367,139
406,W002,Bangalore,P006,262,83
407,W002,Bangalore,P007,868,118
408,W002,Bangalore,P008,843,96
409,W002,Bangalore,P009,832,99
410,W002,Bangalore,P010,472,82
411,W002,Bangalore,P011,320,142
412,W002,Bangalore,P012,733,48
413,W002,Bangalore,P013,739,58
414,W002,Bangalore,P014,512,134
415,W002,Bangalore,P015,823,70
416,W002,Bangalore,P016,605,108
417,W002,Bangalore,P017,309,89
418,W002,Bangalore,P018,956,70
419,W002,Bangalore,P019,768,46
420,W002,Bangalore,P020,230,94
421,W002,Bangalore,P021,185,94
422,W002,Bangalore,P022,588,70
423,W002,Bangalore,P023,936,132
424,W002,Bangalore,P024,333,126
425,W002,Bangalore,P025,953,75
426,W002,Bangalore,P026,190,112
427,W002,Bangalore,P027,411,54
428,W002,Bangalore,P028,98,88
429,W002,Bangalore,P029,735,83
430,W002,Bangalore,P030,576,76
431,W002,Bangalore,P031,860,44
432,W002,Bangalore,P032,613,104
433,W002,Bangalore,P033,351,86
434,W002,Bangalore,P034,542,43
435,W002,Bangalore,P035,957,62
436,W002,Bangalore,P036,934,40
437,W002,Bangalore,P037,155,111
438,W002,Bangalore,P038,845,52
439,W002,Bangalore,P039,507,48
440,W002,Bangalore,P040,150,118
441,W002,Bangalore,P041,56,97
442,W002,Bangalore,P042,440,134
443,W002,Bangalore,P043,612,101
444,W002,Bangalore,P044,567,117
445,W002,Bangalore,P045,962,104
446,W002,Bangalore,P046,775,95
447,W002,Bangalore,P047,217,89
448,W002,Bangalore,P048,159,111
449,W002,Bangalore,P049,173,147
450,W002,Bangalore,P050,217,43
451,W002,Bangalore,P051,288,143
452,W002,Bangalore,P052,358,134
453,W002,Bangalore,P053,192,115
454,W002,Bangalore,P054,50,74
455,W002,Bangalore,P055,667,59
456,W002,Bangalore,P056,688,44
457,W002,Bangalore,P057,619,47
458,W002,Bangalore,P058,127,146
459,W002,Bangalore,P059,481,111
460,W002,Bangalore,P060,447,105
461,W002,Bangalore,P061,708,69
462,W002,Bangalore,P062,361,78
463,W002,Bangalore,P063,945,47
464,W002,Bangalore,P064,102,65
465,W002,Bangalore,P065,591,76
466,W002,Bangalore,P066,417,52
467,W002,Bangalore,P067,664,49
468,W002,Bangalore,P068,336,56
469,W002,Bangalore,P069,803,67
470,W002,Bangalore,P070,574,111
471,W002,Bangalore,P071,490,99
472,W002,Bangalore,P072,879,131
473,W002,Bangalore,P073,752,47
474,W002,Bangalore,P074,69,72
475,W002,Bangalore,P075,662,116
476,W002,Bangalore,P076,457,99
477,W002,Bangalore,P077,618,130
478,W002,Bangalore,P078,713,117
479,W002,Bangalore,P079,962,48
480,W002,Bangalore,P080,378,108
481,W002,Bangalore,P081,429,65
482,W002,Bangalore,P082,577,40
483,W002,Bangalore,P083,685,131
484,W002,Bangalore,P084,50,40
485,W002,Bangalore,P085,809,120
486,W002,Bangalore,P086,104,84
487,W002,Bangalore,P087,290,133
488,W002,Bangalore,P088,995,114
489,W002,Bangalore,P089,615,62
490,W002,Bangalore,P090,450,97
491,W002,Bangalore,P091,91,94
492,W002,Bangalore,P092,69,71
493,W002,Bangalore,P093,852,142
494,W002,Bangalore,P094,687,48
495,W002,Bangalore,P095,785,134
496,W002,Bangalore,P096,485,63
497,W002,Bangalore,P097,861,97
498,W002,Bangalore,P098,98,114
499,W002,Bangalore,P099,830,42
500,W002,Bangalore,P100,903,45
501,W002,Bangalore,P101,992,111
502,W002,Bangalore,P102,416,117
503,W002,Bangalore,P103,511,95
504,W002,Bangalore,P104,487,118
505,W002,Bangalore,P105,242,106
506,W002,Bangalore,P106,915,125
507,W002,Bangalore,P107,946,127
508,W002,Bangalore,P108,344,146
509,W002,Bangalore,P109,886,100
510,W002,Bangalore,P110,707,46
511,W002,Bangalore,P111,636,123
512,W002,Bangalore,P112,366,132
513,W002,Bangalore,P113,388,123
514,W002,Bangalore,P114,236,94
515,W002,Bangalore,P115,918,132
516,W002,Bangalore,P116,713,127
517,W002,Bangalore,P117,965,128
518,W002,Bangalore,P118,250,120
519,W002,Bangalore,P119,416,124
520,W002,Bangalore,P120,155,53
521,W002,Bangalore,P121,608,143
522,W002,Bangalore,P122,620,50
523,W002,Bangalore,P123,975,105
524,W002,Bangalore,P124,951,41
525,W002,Bangalore,P125,782,94
526,W002,Bangalore,P126,948,45
527,W002,Bangalore,P127,390,121
528,W002,Bangalore,P128,152,67
529,W002,Bangalore,P129,329,112
530,W002,Bangalore,P130,610,64
531,W002,Bangalore,P131,844,77
532,W002,Bangalore,P132,968,58
533,W002,Bangalore,P133,927,69
534,W002,Bangalore,P134,200,149
535,W002,Bangalore,P135,253,65
536,W002,Bangalore,P136,547,149
537,W002,Bangalore,P137,533,89
538,W002,Bangalore,P138,725,81
539,W002,Bangalore,P139,271,46
540,W002,Bangalore,P140,802,99
541,W002,Bangalore,P141,963,43
542,W002,Bangalore,P142,206,60
543,W002,Bangalore,P143,522,46
544,W002,Bangalore,P144,537,69
545,W002,Bangalore,P145,666,130
546,W002,Bangalore,P146,830,51
547,W002,Bangalore,P147,647,43
548,W002,Bangalore,P148,676,88
549,W002,Bangalore,P149,895,46
550,W002,Bangalore,P150,857,62
551,W002,Bangalore,P151,252,150
552,W002,Bangalore,P152,772,74
553,W002,Bangalore,P153,435,116
554,W002,Bangalore,P154,368,97
555,W002,Bangalore,P155,195,61
556,W002,Bangalore,P156,399,87
557,W002,Bangalore,P157,687,98
558,W002,Bangalore,P158,886,127
559,W002,Bangalore,P159,290,49
560,W002,Bangalore,P160,601,106
561,W002,Bangalore,P161,945,127
562,W002,Bangalore,P162,931,86
563,W002,Bangalore,P163,586,67
564,W002,Bangalore,P164,987,138
565,W002,Bangalore,P165,652,89
566,W002,Bangalore,P166,182,150
567,W002,Bangalore,P167,915,110
568,W002,Bangalore,P168,899,48
569,W002,Bangalore,P169,405,89
570,W002,Bangalore,P170,489,87
571,W002,Bangalore,P171,194,104
572,W002,Bangalore,P172,795,63
573,W002,Bangalore,P173,984,97
574,W002,Bangalore,P174,674,116
575,W002,Bangalore,P175,726,147
576,W002,Bangalore,P176,985,66
577,W002,Bangalore,P177,525,102
578,W002,Bangalore,P178,67,41
579,W002,Bangalore,P179,936,109
580,W002,Bangalore,P180,763,142
581,W002,Bangalore,P181,246,103
582,W002,Bangalore,P182,976,129
583,W002,Bangalore,P183,249,56
584,W002,Bangalore,P184,930,145
585,W002,Bangalore,P185,678,61
586,W002,Bangalore,P186,292,146
587,W002,Bangalore,P187,1000,65
588,W002,Bangalore,P188,131,45
589,W002,Bangalore,P189,482,109
590,W002,Bangalore,P190,516,146
591,W002,Bangalore,P191,991,106
592,W002,Bangalore,P192,61,110
593,W002,Bangalore,P193,758,117
594,W002,Bangalore,P194,556,58
595,W002,Bangalore,P195,344,59
596,W002,Bangalore,P196,62,66
597,W002,Bangalore,P197,116,87
598,W002,Bangalore,P198,899,147
599,W002,Bangalore,P199,95,104
600,W002,Bangalore,P200,587,124
601,W002,Bangalore,P201,771,55
602,W002,Bangalore,P202,887,78
603,W002,Bangalore,P203,647,90
604,W002,Bangalore,P204,762,68
605,W002,Bangalore,P205,747,51
606,W002,Bangalore,P206,580,145
607,W002,Bangalore,P207,707,53
608,W002,Bangalore,P208,356,49
609,W002,Bangalore,P209,202,103
610,W002,Bangalore,P210,253,55
611,W002,Bangalore,P211,974,147
612,W002,Bangalore,P212,452,62
613,W002,Bangalore,P213,667,144
614,W002,Bangalore,P214,350,75
615,W002,Bangalore,P215,694,147
616,W002,Bangalore,P216,969,114
617,W002,Bangalore,P217,791,137
618,W002,Bangalore,P218,562,108
619,W002,Bangalore,P219,264,102
620,W002,Bangalore,P220,764,104
621,W002,Bangalore,P221,732,79
622,W002,Bangalore,P222,185,143
623,W002,Bangalore,P223,737,53
624,W002,Bangalore,P224,619,129
625,W002,Bangalore,P225,463,70
626,W002,Bangalore,P226,338,110
627,W002,Bangalore,P227,856,130
628,W002,Bangalore,P228,531,98
629,W002,Bangalore,P229,297,78
630,W002,Bangalore,P230,634,94
631,W002,Bangalore,P231,598,100
632,W002,Bangalore,P232,113,114
633,W002,Bangalore,P233,337,82
634,W002,Bangalore,P234,431,50
635,W002,Bangalore,P235,108,88
636,W002,Bangalore,P236,996,93
637,W002,Bangalore,P237,156,90
638,W002,Bangalore,P238,282,113
639,W002,Bangalore,P239,826,137
640,W002,Bangalore,P240,716,118
641,W002,Bangalore,P241,794,56
642,W002,Bangalore,P242,628,46
643,W002,Bangalore,P243,246,48
644,W002,Bangalore,P244,787,149
645,W002,Bangalore,P245,177,110
646,W002,Bangalore,P246,324,99
647,W002,Bangalore,P247,419,98
648,W002,Bangalore,P248,602,97
649,W002,Bangalore,P249,821,97
650,W002,Bangalore,P250,465,75
651,W002,Bangalore,P251,916,92
652,W002,Bangalore,P252,78,90
653,W002,Bangalore,P253,748,118
654,W002,Bangalore,P254,867,135
655,W002,Bangalore,P255,671,58
656,W002,Bangalore,P256,671,78
657,W002,Bangalore,P257,789,103
658,W002,Bangalore,P258,952,41
659,W002,Bangalore,P259,233,147
660,W002,Bangalore,P260,692,89
661,W002,Bangalore,P261,999,102
662,W002,Bangalore,P262,608,93
663,W002,Bangalore,P263,683,124
664,W002,Bangalore,P264,641,42
665,W002,Bangalore,P265,700,72
666,W002,Bangalore,P266,482,75
667,W002,Bangalore,P267,368,117
668,W002,Bangalore,P268,397,124
669,W002,Bangalore,P269,926,128
670,W002,Bangalore,P270,697,45
671,W002,Bangalore,P271,743,66
672,W002,Bangalore,P272,165,42
673,W002,Bangalore,P273,733,75
674,W002,Bangalore,P274,584,48
675,W002,Bangalore,P275,974,147
676,W002,Bangalore,P276,956,93
677,W002,Bangalore,P277,534,101
678,W002,Bangalore,P278,531,49
679,W002,Bangalore,P279,300,132
680,W002,Bangalore,P280,176,129
681,W002,Bangalore,P281,473,122
682,W002,Bangalore,P282,281,124
683,W002,Bangalore,P283,544,45
684,W002,Bangalore,P284,900,72
685,W002,Bangalore,P285,546,40
686,W002,Bangalore,P286,428,134
687,W002,Bangalore,P287,268,95
688,W002,Bangalore,P288,322,46
689,W002,Bangalore,P289,550,133
690,W002,Bangalore,P290,528,41
691,W002,Bangalore,P291,492,86
692,W002,Bangalore,P292,580,73
693,W002,Bangalore,P293,708,104
694,W002,Bangalore,P294,749,148
695,W002,Bangalore,P295,141,50
696,W002,Bangalore,P296,187,67
697,W002,Bangalore,P297,667,110
698,W002,Bangalore,P298,344,136
699,W002,Bangalore,P299,845,133
700,W002,Bangalore,P300,859,53
701,W002,Bangalore,P301,625,132
702,W002,Bangalore,P302,257,54
703,W002,Bangalore,P303,78,108
704,W002,Bangalore,P304,845,83
705,W002,Bangalore,P305,452,74
706,W002,Bangalore,P306,764,67
707,W002,Bangalore,P307,946,59
708,W002,Bangalore,P308,451,126
709,W002,Bangalore,P309,578,94
710,W002,Bangalore,P310,910,54
711,W002,Bangalore,P311,214,74
712,W002,Bangalore,P312,101,114
713,W002,Bangalore,P313,199,66
714,W002,Bangalore,P314,58,130
715,W002,Bangalore,P315,358,107
716,W002,Bangalore,P316,431,81
717,W002,Bangalore,P317,58,114
718,W002,Bangalore,P318,405,113
719,W002,Bangalore,P319,468,63
720,W002,Bangalore,P320,591,99
721,W002,Bangalore,P321,335,130
722,W002,Bangalore,P322,670,111
723,W002,Bangalore,P323,104,98
724,W002,Bangalore,P324,678,94
725,W002,Bangalore,P325,52,115
726,W002,Bangalore,P326,199,90
727,W002,Bangalore,P327,685,52
728,W002,Bangalore,P328,87,91
729,W002,Bangalore,P329,395,132
730,W002,Bangalore,P330,552,71
731,W002,Bangalore,P331,299,53
732,W002,Bangalore,P332,392,79
733,W002,Bangalore,P333,861,70
734,W002,Bangalore,P334,597,66
735,W002,Bangalore,P335,872,127
736,W002,Bangalore,P336,717,55
737,W002,Bangalore,P337,55,103
738,W002,Bangalore,P338,880,113
739,W002,Bangalore,P339,227,73
740,W002,Bangalore,P340,117,114
741,W002,Bangalore,P341,439,121
742,W002,Bangalore,P342,971,54
743,W002,Bangalore,P343,961,54
744,W002,Bangalore,P344,562,62
745,W002,Bangalore,P345,177,125
746,W002,Bangalore,P346,231,98
747,W002,Bangalore,P347,704,126
748,W002,Bangalore,P348,962,59
749,W002,Bangalore,P349,900,52
750,W002,Bangalore,P350,385,148
751,W002,Bangalore,P351,562,149
752,W002,Bangalore,P352,649,58
